file,tokens,types,lex_div
radio-canada.txt,38,31,0.8157894736842105
Ghostbusters.txt,29386,4836,0.16456816170965766
noise.txt,114306,8542,0.07472923556068797
middlemarch.txt,374039,20420,0.0545932376035654
sample.txt,5,5,1.0
